host_id,host_prof,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,lodging,days_available,days_since_review
117380551,0,4,126,40.67115,-73.94932,3,110,2,0,0.0,1,107,
114386000,0,2,67,40.74299,-73.92441,3,155,2,2,0.32,1,358,178.0
221036535,0,4,72,40.66957,-73.86585,3,300,1,12,1.49,1,175,11.0
221043708,0,2,54,40.7698,-73.87183,3,150,1,29,3.32,1,360,10.0
178337703,0,1,127,40.80504,-73.85327,2,300,1,1,0.11,1,364,262.0
28960938,0,1,151,40.82598,-73.85203,2,90,7,0,0.0,1,180,
218272490,0,5,196,40.78177,-73.97878,2,85,2,23,2.64,1,79,88.0
15331078,0,4,126,40.67768,-73.94244,2,35,5,1,0.16,1,69,188.0
35807458,0,4,126,40.66587,-73.92966,2,120,1,0,0.0,1,88,
221071115,0,5,207,40.72836,-73.99925,3,300,7,0,0.0,1,80,
16628063,0,5,143,40.7125,-73.99661,2,90,1,26,3.42,1,297,10.0
1810885,1,5,187,40.72628,-73.97981,3,199,4,4,0.77,3,204,44.0
74468846,1,4,158,40.71353,-73.94339,2,75,2,11,1.56,2,0,72.0
134170699,1,2,51,40.73756,-73.87787,2,65,2,2,1.43,2,364,10.0
215022472,0,4,121,40.69032,-73.95283,2,51,4,19,2.16,1,189,9.0
52161562,0,5,193,40.7444,-73.97946,3,125,2,14,1.65,1,0,44.0
217159080,0,2,51,40.74133,-73.88345,2,41,2,44,5.24,1,123,18.0
9806886,0,4,181,40.67742,-74.00146,3,200,7,1,0.16,1,0,188.0
9319215,0,5,211,40.72751,-74.0018,2,250,7,3,0.44,1,0,173.0
130054323,0,5,137,40.82361,-73.93926,3,102,1,17,2.14,1,75,21.0
110042455,0,5,190,40.77123,-73.9549,3,175,2,3,1.23,1,6,51.0
48049796,1,5,187,40.72935,-73.98441,2,100,1,10,1.15,2,90,27.0
221201866,0,4,170,40.68216,-73.98199,3,115,1,9,1.03,1,0,185.0
193353343,0,4,66,40.68677,-73.91571,2,84,1,8,0.94,1,31,37.0
5120616,0,4,185,40.68634,-73.96117,3,150,3,0,0.0,1,0,
220479551,0,2,134,40.75684,-73.91705,2,65,1,4,0.64,1,88,17.0
196058543,1,2,138,40.72192,-73.83931,1,40,2,20,2.4,5,230,42.0
221252894,0,4,126,40.67253,-73.9223,3,225,1,27,3.36,1,339,5.0
17272284,1,5,190,40.7652,-73.95834,2,109,1,9,2.87,2,0,45.0
220962399,0,5,190,40.76408,-73.95686,3,250,1,12,1.41,1,323,8.0
221275418,1,4,126,40.67685,-73.93653,2,55,2,18,2.18,3,251,8.0
39301747,0,5,137,40.81801,-73.93855,3,78,1,27,3.86,1,33,9.0
179355129,0,3,47,40.58303,-74.09271,3,85,2,12,1.91,1,229,16.0
221343982,0,5,206,40.75358,-73.99707,2,165,45,0,0.0,1,83,
25059454,0,2,148,40.58409,-73.81665,3,65,2,13,1.54,1,73,4.0
201015598,1,4,121,40.67956,-73.91135,1,35,1,13,1.52,17,89,52.0
221355351,1,5,131,40.81548,-73.95931,2,80,1,38,4.4,4,57,18.0
221355351,1,5,131,40.81376,-73.95954,2,85,1,66,7.59,4,71,18.0
221355351,1,5,131,40.81454,-73.96086,2,98,1,51,5.86,4,56,18.0
221355351,1,5,131,40.81386,-73.95936,2,90,1,55,6.4,4,87,25.0
213781715,1,5,212,40.72872,-73.99199,3,179,1,1,0.68,33,187,45.0
213781715,1,4,160,40.73543,-73.95454,2,119,1,0,0.0,33,179,
16098958,1,5,210,40.74829,-73.98653,3,180,30,0,0.0,96,342,
73377711,0,4,121,40.68539,-73.94903,2,60,4,1,0.12,1,0,249.0
221366300,0,5,206,40.74303,-73.99727,3,200,1,34,4.66,1,0,8.0
221371129,0,4,181,40.67787,-73.99973,3,130,4,9,1.09,1,70,15.0
68128762,0,4,160,40.71961,-73.95405,2,170,1,0,0.0,1,220,
8094710,0,2,101,40.77671,-73.91283,2,75,7,12,1.6,1,40,46.0
221392587,0,5,210,40.7599,-73.96685,3,244,4,9,1.21,1,56,23.0
36995455,0,4,126,40.67283,-73.9447,2,80,1,48,5.52,1,214,25.0
208901618,0,5,196,40.78793,-73.97261,3,180,2,10,1.22,1,0,22.0
221405192,0,4,34,40.61667,-73.99932,3,100,1,3,0.41,1,61,194.0
1411399,1,2,134,40.76894,-73.91193,3,76,1,7,0.83,5,326,27.0
62330502,0,1,12,40.89753,-73.87359,2,50,1,6,0.71,1,0,170.0
4180621,1,4,181,40.67692,-73.99986,3,78,1,28,3.64,2,223,31.0
221420411,0,2,118,40.71347,-73.80873,2,200,2,0,0.0,1,90,
50822673,0,5,210,40.76597,-73.98177,3,180,3,2,1.36,1,1,3.0
131305000,0,4,66,40.69552,-73.91165,2,65,3,16,1.82,1,74,23.0
4666670,1,2,134,40.77029,-73.91881,3,110,5,1,0.16,4,173,184.0
220414847,0,5,196,40.78818,-73.96796,3,190,3,37,4.64,1,120,9.0
91101209,0,4,160,40.7348,-73.95543,3,150,6,1,0.13,1,154,226.0
13859261,0,4,160,40.73159,-73.95713,3,181,1,35,4.12,1,37,27.0
221434490,1,2,53,40.75586,-73.87014,2,49,2,23,2.86,2,358,24.0
204823078,1,3,85,40.58639,-74.08943,2,100,2,6,0.73,2,86,45.0
69439684,1,2,51,40.74111,-73.88184,3,179,2,31,3.65,2,239,5.0
17218010,0,5,206,40.74011,-73.99745,3,175,2,17,2.08,1,0,80.0
7591218,0,1,74,40.83007,-73.92251,2,45,3,19,2.27,1,67,15.0
22050715,0,2,134,40.75718,-73.92763,2,90,2,5,0.61,1,354,69.0
11433245,0,5,187,40.72653,-73.98501,3,168,7,6,0.78,1,130,37.0
73222575,0,2,101,40.77888,-73.90827,2,95,2,6,1.41,1,12,30.0
199539833,0,3,124,40.60816,-74.07634,3,90,3,19,2.68,1,247,25.0
163251048,1,5,194,40.76094,-73.99778,3,499,30,0,0.0,8,185,
173685298,1,5,210,40.75674,-73.97201,2,329,1,1,0.12,11,178,248.0
221548872,0,5,194,40.75504,-73.99521,3,390,2,3,0.36,1,0,171.0
134167192,0,5,137,40.81502,-73.94183,2,90,2,3,0.36,1,0,234.0
5123477,0,4,195,40.69719,-73.99229,3,120,3,2,0.82,1,1,48.0
221434490,1,2,53,40.75473,-73.8715,2,45,2,22,2.58,2,138,26.0
3928437,0,4,185,40.68303,-73.95988,2,139,1,1,0.14,1,83,221.0
1949282,1,4,66,40.69387,-73.9102,2,45,2,3,0.34,5,318,163.0
1949282,1,4,66,40.69418,-73.9114,2,36,3,13,1.51,5,329,25.0
221574115,1,4,34,40.61208,-74.00181,1,15,10,0,0.0,2,0,
3585637,0,4,121,40.68071,-73.95761,3,160,30,0,0.0,1,281,
157093664,1,2,110,40.6978,-73.76775,3,299,2,9,1.05,2,52,16.0
65671256,1,2,53,40.75749,-73.85811,2,65,1,43,4.94,3,48,17.0
49664763,0,4,114,40.66098,-73.92382,2,77,1,1,0.12,1,0,244.0
32896046,0,5,210,40.76289,-73.98003,2,115,3,2,0.25,1,0,227.0
221595358,1,5,219,40.71904,-74.00857,2,149,1,32,3.86,2,317,10.0
219544415,1,4,121,40.69223,-73.95141,2,75,2,13,1.53,3,365,37.0
219544415,1,4,121,40.69381,-73.94998,2,70,2,14,1.61,3,365,76.0
179336958,1,5,210,40.74757,-73.98671,1,65,3,20,2.51,6,169,26.0
57675402,0,5,131,40.81424,-73.96051,3,100,4,2,0.3,1,0,195.0
25352847,1,4,158,40.71421,-73.95421,2,130,1,13,1.63,2,64,30.0
221612013,0,5,190,40.76105,-73.96294,2,80,1,27,3.45,1,0,11.0
71164216,0,5,137,40.8063,-73.94484,2,70,2,13,1.49,1,361,10.0
62533391,1,4,14,40.63543,-74.00701,1,38,1,7,0.8,7,365,54.0
221635816,0,2,67,40.73986,-73.91996,3,185,2,55,6.45,1,99,7.0
60105727,1,5,208,40.73531,-74.00303,3,182,30,31,3.88,2,12,4.0
30616847,0,5,210,40.75322,-73.97353,2,500,3,0,0.0,1,365,
207651513,1,5,137,40.80903,-73.94307,2,97,1,47,5.71,3,75,5.0
24954668,0,5,190,40.76877,-73.95479,2,110,7,1,0.14,1,365,210.0
146363617,0,3,175,40.58392,-74.1078,3,62,14,4,0.56,1,268,71.0
47125955,0,5,187,40.72849,-73.98002,3,150,2,8,0.97,1,132,52.0
76323622,0,5,203,40.72342,-73.99408,3,250,2,2,0.28,1,0,190.0
1343352,0,5,196,40.7764,-73.98144,3,220,2,1,0.13,1,0,234.0
43957041,0,5,187,40.72726,-73.97934,3,300,4,3,0.47,1,0,44.0
220945034,0,4,92,40.63462,-73.95572,3,150,2,13,1.53,1,160,10.0
7040483,0,2,134,40.76107,-73.91364,2,69,5,20,2.43,1,37,17.0
39481825,0,5,131,40.80559,-73.96606,2,70,1,15,1.77,1,16,8.0
3583973,0,4,158,40.71247,-73.96295,3,190,2,17,1.99,1,0,86.0
87786261,1,4,162,40.66129,-73.98734,3,169,3,4,0.48,5,41,65.0
221760432,0,3,9,40.60367,-74.0695,3,200,4,4,0.53,1,320,64.0
89120831,0,5,206,40.7487,-73.99678,2,100,1,42,5.06,1,23,8.0
23930728,0,5,137,40.81861,-73.94565,3,280,8,1,0.16,1,166,185.0
207651513,1,5,137,40.80935,-73.9442,2,63,1,61,7.5,3,31,9.0
8699249,0,4,183,40.67811,-73.97974,3,200,3,3,0.4,1,0,18.0
63300613,0,5,86,40.84534,-73.93479,1,125,2,13,1.72,1,126,13.0
65411833,0,4,66,40.69016,-73.91075,2,50,30,0,0.0,1,0,
977716,0,4,181,40.67861,-73.99469,3,125,2,2,0.24,1,0,227.0
22251283,1,5,194,40.76388,-73.99307,3,125,30,0,0.0,4,0,
179336958,1,5,210,40.74684,-73.98698,2,75,4,7,0.82,6,357,60.0
219782181,1,5,188,40.71489,-73.98511,3,165,2,6,0.92,3,83,32.0
221850456,0,5,149,40.78819,-73.94234,2,90,2,3,0.38,1,89,216.0
221853540,0,5,187,40.72877,-73.98938,3,140,31,0,0.0,1,0,
221851804,0,4,126,40.66935,-73.94133,3,105,2,17,2.01,1,245,24.0
33142561,0,5,190,40.77697,-73.96063,3,110,30,2,0.25,1,0,187.0
4540122,0,2,134,40.76204,-73.92267,3,74,5,3,0.53,1,52,50.0
92657816,1,5,131,40.80413,-73.96416,3,239,2,9,1.04,2,154,93.0
171446547,0,3,1,40.617,-74.16485,2,80,1,29,3.4,1,362,3.0
221871654,0,5,187,40.72185,-73.98451,3,255,2,1,0.57,1,0,54.0
92657816,1,5,131,40.80463,-73.96373,2,99,3,3,0.38,2,0,128.0
213781715,1,4,160,40.73297,-73.95385,2,119,1,0,0.0,33,365,
213781715,1,4,160,40.73099,-73.956,2,119,1,0,0.0,33,365,
106692652,0,2,64,40.72986,-73.85929,2,47,1,7,0.82,1,0,166.0
1710940,0,5,194,40.76199,-73.99253,2,62,1,59,7.41,1,194,17.0
105386434,1,4,121,40.69388,-73.94501,2,70,3,19,2.24,3,361,36.0
53223410,0,4,158,40.71047,-73.95529,3,200,5,2,0.26,1,0,190.0
914386,1,2,71,40.68129,-73.84235,2,75,1,1,0.12,2,173,257.0
179336958,1,5,210,40.74626,-73.98682,2,75,2,14,1.76,6,305,44.0
22336312,1,5,86,40.83284,-73.94461,2,75,2,17,1.99,2,27,17.0
1453898,1,4,158,40.71194,-73.9668,2,60,2,30,3.53,3,43,17.0
105828180,1,4,126,40.66847,-73.95225,2,85,4,0,0.0,3,0,
105386434,1,4,121,40.69379,-73.94384,2,68,2,15,1.76,3,365,56.0
105386434,1,4,121,40.69304,-73.94349,2,72,2,15,1.77,3,365,17.0
210634970,0,5,86,40.83513,-73.94738,2,99,2,16,1.89,1,283,22.0
97425,0,4,66,40.70137,-73.92442,2,70,2,10,2.36,1,14,28.0
17813973,0,2,134,40.76276,-73.92508,3,86,1,6,0.79,1,1,190.0
57765860,0,5,196,40.76964,-73.98615,3,250,7,0,0.0,1,34,
221929447,0,5,137,40.81226,-73.94137,2,45,5,5,0.6,1,184,23.0
221934669,1,5,210,40.74945,-73.98762,2,119,1,58,6.72,2,0,15.0
104675082,0,5,187,40.72908,-73.98912,3,300,6,1,0.16,1,25,191.0
2047776,1,5,203,40.7223,-73.99607,3,180,30,0,0.0,2,249,
167620568,1,4,146,40.58056,-73.96313,1,100,1,4,0.56,2,365,31.0
586840,0,4,121,40.69105,-73.95882,3,130,4,3,0.4,1,5,44.0
137358866,1,2,67,40.7366,-73.92358,2,39,30,1,0.19,103,252,155.0
6255971,0,4,158,40.71145,-73.95534,2,85,2,7,0.83,1,326,9.0
344035,1,4,180,40.67929,-73.97097,2,55,1,39,4.55,13,315,9.0
200380610,1,5,190,40.77114,-73.95913,3,255,30,0,0.0,65,365,
10659007,0,4,158,40.70969,-73.94356,2,110,2,0,0.0,1,0,
20310357,0,2,101,40.77489,-73.9161,2,170,1,0,0.0,1,157,
173685298,1,5,210,40.75524,-73.97269,2,299,1,8,0.94,11,177,52.0
173685298,1,5,210,40.75611,-73.97209,2,329,1,1,0.38,11,178,80.0
222057751,0,5,190,40.75968,-73.95963,3,299,7,0,0.0,1,15,
4952877,0,5,208,40.7374,-74.00409,3,255,2,3,0.39,1,0,189.0
222064628,0,5,86,40.84832,-73.93583,2,42,1,59,7.14,1,77,11.0
9503685,1,4,121,40.69175,-73.94334,3,150,2,3,0.38,2,0,187.0
52370129,1,4,159,40.62444,-74.02916,2,63,2,5,0.59,2,12,187.0
62925063,1,4,66,40.70167,-73.93308,2,50,1,3,0.36,2,342,54.0
222081034,0,4,121,40.68457,-73.93456,3,150,2,40,4.86,1,31,23.0
732460,1,4,158,40.70878,-73.96622,3,120,30,1,0.15,7,108,201.0
46296435,0,4,66,40.70137,-73.93277,3,225,2,0,0.0,1,85,
215273760,1,4,121,40.68342,-73.92838,2,65,3,21,2.55,2,148,40.0
215273760,1,4,121,40.68337,-73.9288,2,65,5,30,3.66,2,178,3.0
61391963,1,5,194,40.76382,-73.98815,3,117,30,1,0.14,91,345,213.0
10555698,0,4,183,40.67137,-73.98064,3,200,2,9,1.09,1,23,3.0
222098649,0,2,103,40.68547,-73.79063,3,20,1,111,13.11,1,41,3.0
40529301,1,4,164,40.69686,-73.97315,2,60,2,11,2.39,2,113,7.0
85942706,0,4,158,40.71351,-73.96066,2,72,2,48,5.83,1,95,12.0
910677,0,4,180,40.68014,-73.96539,3,150,8,12,1.54,1,34,16.0
2831146,0,4,92,40.63513,-73.9672,3,185,2,2,0.27,1,0,194.0
31994,0,5,196,40.78587,-73.97589,3,140,2,18,2.09,1,0,153.0
22463377,1,5,199,40.74936,-73.97836,2,153,1,25,3.3,3,32,7.0
110366443,0,5,137,40.81296,-73.94217,2,36,7,2,0.27,1,16,81.0
818753,0,5,212,40.72584,-73.99306,2,295,2,0,0.0,1,5,
220060177,1,4,66,40.69327,-73.90773,2,70,3,8,0.95,2,362,52.0
7985095,1,5,194,40.7639,-73.99083,3,345,2,29,3.4,3,100,3.0
33869262,0,5,137,40.82364,-73.94472,3,125,2,19,2.35,1,37,10.0
77813945,0,5,187,40.72145,-73.97881,2,75,4,5,1.9,1,33,45.0
7339399,0,5,194,40.76614,-73.98484,3,180,4,13,1.81,1,55,11.0
29100568,1,5,204,40.76189,-73.98338,3,155,20,1,0.18,4,0,172.0
183707967,1,5,86,40.85416,-73.9292,3,120,2,14,2.12,4,365,28.0
55966543,0,5,190,40.78411,-73.95097,3,200,2,7,0.88,1,0,190.0
9212560,0,5,137,40.82153,-73.94612,3,140,1,5,0.66,1,3,10.0
30346705,1,4,121,40.69206,-73.95997,2,55,1,40,5.31,2,99,9.0
221591579,0,5,202,40.70626,-74.00481,2,147,1,13,1.62,1,177,31.0
211549023,1,5,210,40.74759,-73.98889,3,220,2,9,1.54,13,283,25.0
18897333,0,4,181,40.68572,-73.99234,3,115,2,9,1.11,1,32,10.0
153141476,1,2,118,40.70626,-73.81463,3,44,1,17,2.23,3,44,16.0
198730633,1,5,137,40.81223,-73.95284,3,298,1,16,2.0,2,300,17.0
48762596,0,5,201,40.7367,-73.98985,3,499,5,28,3.36,1,145,21.0
26600082,0,2,41,40.69973,-73.90835,3,150,1,14,2.8,1,2,8.0
222249366,0,5,137,40.82267,-73.95044,3,80,3,1,0.12,1,0,259.0
222249602,0,5,149,40.78552,-73.94153,3,145,1,30,3.61,1,144,19.0
222252623,1,4,121,40.69416,-73.94528,2,68,3,13,1.54,3,365,51.0
781180,0,4,195,40.69033,-73.9931,3,150,5,1,0.16,1,35,187.0
222252623,1,4,121,40.69288,-73.946,2,70,2,21,2.51,3,344,17.0
222261103,0,5,149,40.78661,-73.94349,3,240,2,44,5.22,1,93,13.0
2670024,0,4,128,40.66266,-73.99064,3,120,7,1,0.16,1,128,189.0
156195302,0,4,158,40.72062,-73.9555,3,200,2,7,0.93,1,17,80.0
210339363,1,2,16,40.6854,-73.8623,2,50,3,10,1.36,2,44,16.0
222077787,1,5,190,40.76464,-73.95831,2,99,6,18,2.32,2,14,66.0
7268300,0,4,158,40.71204,-73.96541,2,80,4,3,0.48,1,7,43.0
37510066,0,4,164,40.68723,-73.97369,3,128,1,31,4.23,1,13,5.0
222272674,0,4,159,40.62049,-74.02304,2,49,1,26,4.08,1,174,4.0
39174150,1,5,137,40.8252,-73.95189,2,100,1,13,1.58,3,71,29.0
62015880,0,4,126,40.66734,-73.95637,3,119,2,4,0.47,1,0,226.0
222281704,0,4,92,40.6458,-73.95392,2,60,1,54,6.78,1,317,8.0
222281153,1,4,121,40.69853,-73.94736,2,65,2,24,3.83,3,310,20.0
72001588,0,3,52,40.62625,-74.11109,2,80,1,29,3.49,1,80,9.0
222281153,1,4,121,40.69712,-73.94732,2,52,2,13,1.72,3,320,74.0
222281153,1,4,121,40.69651,-73.94763,2,62,2,18,2.7,3,338,16.0
13102999,0,5,137,40.82827,-73.94257,3,108,3,15,1.99,1,0,25.0
222285897,1,5,131,40.80392,-73.96556,2,120,1,52,6.14,4,31,23.0
222288328,1,4,121,40.697,-73.94543,2,60,2,10,1.44,2,311,35.0
222288328,1,4,121,40.69871,-73.94686,2,72,1,30,3.85,2,344,16.0
40298873,0,2,138,40.71588,-73.83266,3,90,1,6,0.79,1,83,52.0
14061862,1,4,121,40.69816,-73.94703,2,55,2,20,2.64,3,332,16.0
14061862,1,4,121,40.69854,-73.94552,2,55,2,23,2.96,3,322,22.0
14061862,1,4,121,40.69746,-73.9454,2,55,2,19,2.95,3,359,20.0
60525649,0,5,194,40.75464,-73.99542,3,120,2,9,1.08,1,2,10.0
11923041,0,4,158,40.7158,-73.95863,3,300,10,0,0.0,1,0,
644904,0,5,202,40.70496,-74.00964,3,170,12,2,0.27,1,14,40.0
78339088,0,2,11,40.75047,-73.85374,2,75,1,26,3.45,1,115,16.0
14719992,1,4,145,40.67959,-73.89209,2,31,1,14,1.72,3,210,32.0
221374905,0,4,66,40.69155,-73.90595,2,200,1,0,0.0,1,365,
9601006,0,4,164,40.69519,-73.97202,2,60,1,23,2.7,1,0,78.0
150316502,0,4,160,40.72674,-73.95495,2,250,5,0,0.0,1,154,
209298687,1,4,121,40.69065,-73.95153,2,65,30,10,1.18,4,328,33.0
209298687,1,4,121,40.69072,-73.95026,2,65,30,13,1.65,4,336,56.0
222385509,0,4,66,40.69807,-73.91494,2,35,7,1,0.13,1,89,237.0
39801631,0,4,170,40.67662,-73.98642,3,300,2,6,0.8,1,3,16.0
213781715,1,4,160,40.73136,-73.95447,1,119,1,0,0.0,33,180,
213781715,1,4,160,40.73274,-73.95575,1,119,1,0,0.0,33,365,
91605357,1,4,158,40.7073,-73.95739,2,85,1,56,7.0,2,51,14.0
100106209,1,4,123,40.66108,-73.96153,3,115,2,1,0.16,2,219,193.0
619942,1,4,145,40.68775,-73.87044,3,75,30,4,0.55,6,170,22.0
501343,1,5,194,40.76328,-73.98942,2,225,3,2,0.73,2,30,57.0
22336312,1,5,86,40.83469,-73.94604,3,129,2,13,1.63,2,0,46.0
216235179,1,4,66,40.70114,-73.91879,2,50,30,1,0.45,17,365,67.0
216235179,1,4,66,40.69992,-73.92013,2,50,30,1,0.38,17,326,79.0
216235179,1,4,66,40.70156,-73.91913,2,50,30,0,0.0,17,268,
216235179,1,4,66,40.70091,-73.92003,2,50,30,2,0.52,17,333,46.0
216235179,1,4,66,40.70154,-73.91873,2,50,30,0,0.0,17,325,
22541573,1,5,190,40.77327,-73.94939,3,165,30,0,0.0,87,355,
47022650,1,5,149,40.79524,-73.93429,3,150,1,11,1.34,3,356,8.0
201015598,1,4,121,40.67745,-73.90958,1,24,1,14,1.65,17,89,24.0
201015598,1,4,121,40.67937,-73.91108,1,32,1,17,2.13,17,87,16.0
206370255,0,5,149,40.79468,-73.94194,3,200,2,8,1.13,1,162,52.0
196669206,0,5,137,40.82359,-73.95508,3,119,2,24,3.43,1,120,23.0
36149596,0,4,158,40.71507,-73.95462,3,305,1,15,1.89,1,43,9.0
154981576,1,4,66,40.69976,-73.91202,2,35,30,0,0.0,9,43,
621652,0,5,196,40.78014,-73.97974,3,200,5,1,0.38,1,4,80.0
288972,0,5,194,40.75651,-73.99807,3,206,5,10,1.55,1,199,38.0
222456125,0,5,210,40.76474,-73.98187,2,160,3,5,0.62,1,0,212.0
11598586,0,2,144,40.74705,-73.94594,2,159,1,0,0.0,1,0,
222460280,0,2,67,40.74185,-73.92701,3,99,3,0,0.0,1,0,
222461823,0,2,134,40.75862,-73.91097,3,349,2,27,3.29,1,303,6.0
166794407,1,2,134,40.7673,-73.91194,2,70,1,3,0.39,3,188,189.0
7450345,0,4,121,40.69032,-73.9544,3,107,3,1,0.12,1,0,257.0
222424429,1,5,86,40.84701,-73.93949,2,38,2,17,2.33,2,73,100.0
35944,0,4,146,40.57755,-73.96667,3,210,3,0,0.0,1,161,
67987135,1,4,121,40.69274,-73.93481,3,139,1,12,1.67,9,134,17.0
222476614,1,5,193,40.74579,-73.97887,1,39,2,6,0.74,3,352,80.0
129559712,0,2,65,40.71024,-73.72928,3,100,2,42,5.08,1,123,3.0
222480912,1,4,66,40.70288,-73.9195,2,62,2,7,0.87,2,125,192.0
126034120,1,5,187,40.72576,-73.97685,2,125,1,19,2.68,3,230,24.0
222430446,1,5,187,40.72322,-73.98689,2,89,1,48,5.83,2,7,5.0
222430446,1,5,187,40.7229,-73.98698,2,89,1,44,5.59,2,4,9.0
8435480,1,4,160,40.72198,-73.94992,3,180,2,41,5.44,2,76,4.0
93031650,0,5,210,40.76434,-73.98199,3,300,4,0,0.0,1,0,
1418004,0,1,26,40.83217,-73.93148,2,45,5,15,2.1,1,123,15.0
165776960,1,5,210,40.75935,-73.96422,3,135,30,0,0.0,2,341,
24050629,0,4,66,40.70125,-73.91982,3,350,2,1,0.16,1,0,191.0
222559543,1,4,72,40.6626,-73.87731,2,29,1,59,7.25,2,54,5.0
1903737,1,4,121,40.69414,-73.93231,2,99,2,0,0.0,3,0,
23983203,0,5,172,40.71491,-73.99878,3,200,2,1,0.12,1,5,252.0
19011946,1,4,159,40.63766,-74.02626,2,99,3,1,0.12,2,362,258.0
7878911,0,4,92,40.63635,-73.95502,2,90,3,5,0.59,1,0,31.0
124069492,1,4,66,40.70264,-73.92514,2,65,1,47,5.53,2,29,7.0
217293060,1,5,207,40.73429,-73.99675,3,200,5,1,0.12,4,89,255.0
213302863,0,5,187,40.72348,-73.98322,3,175,3,3,0.36,1,0,190.0
9229108,1,4,160,40.7218,-73.94085,3,250,7,1,0.16,2,35,194.0
2897622,0,4,66,40.69786,-73.93125,3,200,6,1,0.14,1,26,215.0
41083526,1,2,67,40.74322,-73.91989,3,130,4,0,0.0,2,0,
3472283,0,4,170,40.67022,-73.9914,3,125,3,13,1.65,1,0,88.0
3719653,0,4,158,40.71653,-73.94618,3,250,3,0,0.0,1,249,
119134476,0,5,202,40.70486,-74.01546,2,60,2,1,0.14,1,18,210.0
222626145,0,2,125,40.72292,-73.81635,3,90,1,19,2.42,1,26,23.0
24124835,1,4,121,40.68652,-73.95412,2,60,25,0,0.0,2,100,
15989323,0,4,158,40.7068,-73.94439,2,50,4,2,0.31,1,0,188.0
141027957,1,4,145,40.68911,-73.86922,3,60,2,25,3.18,2,289,10.0
41704832,0,4,66,40.69663,-73.91226,2,85,1,29,5.65,1,82,5.0
222659001,1,4,121,40.6781,-73.91163,2,55,2,26,3.59,4,192,14.0
222691577,0,4,164,40.68638,-73.97378,3,250,2,3,0.4,1,28,52.0
20283518,0,4,158,40.70516,-73.94423,2,85,2,34,4.0,1,74,19.0
222700281,0,5,193,40.74257,-73.97948,2,355,2,5,0.66,1,230,125.0
41233448,0,5,190,40.76975,-73.9524,3,260,6,2,0.25,1,0,197.0
53413881,0,4,158,40.70803,-73.95475,2,55,2,4,1.3,1,0,41.0
217642569,1,4,121,40.68562,-73.94921,2,150,2,5,0.7,3,37,112.0
132383053,0,4,121,40.6928,-73.94525,2,55,1,45,5.31,1,0,11.0
131476075,1,4,66,40.68581,-73.91176,2,58,1,18,2.14,8,179,7.0
4458360,0,4,121,40.68804,-73.92279,2,110,2,0,0.0,1,280,
162504107,0,4,158,40.71526,-73.94987,2,90,2,2,0.33,1,193,52.0
178653055,0,5,196,40.7826,-73.98006,3,90,5,18,2.18,1,13,10.0
173685298,1,5,210,40.75503,-73.97131,2,399,1,9,1.23,11,176,9.0
222659001,1,4,121,40.67717,-73.91161,2,55,2,28,3.43,4,167,9.0
222659001,1,4,121,40.67805,-73.91071,2,55,2,35,4.25,4,209,13.0
222659001,1,4,121,40.67783,-73.91109,2,72,1,54,6.43,4,239,10.0
32606852,0,5,190,40.77063,-73.95819,3,123,4,13,1.94,1,1,43.0
164178160,0,4,121,40.69031,-73.95855,2,59,3,2,0.24,1,0,235.0
222749009,1,5,86,40.84427,-73.94216,2,45,1,1,0.16,3,66,189.0
41728993,0,4,158,40.71518,-73.93982,2,95,1,1,0.45,1,0,67.0
25073781,1,5,137,40.8084,-73.94439,2,65,2,18,2.34,2,188,56.0
211549023,1,5,210,40.74749,-73.98816,3,260,2,20,3.23,13,242,21.0
16398038,0,5,196,40.79306,-73.9676,3,260,5,2,0.24,1,145,36.0
89351775,0,2,101,40.77362,-73.91947,3,73,1,69,8.35,1,233,17.0
19184440,0,4,158,40.71808,-73.95859,2,60,5,1,0.71,1,187,43.0
215588687,1,4,123,40.66192,-73.94668,1,25,2,1,0.13,6,365,225.0
222782619,0,4,158,40.7156,-73.95233,2,150,2,7,0.86,1,0,182.0
5497326,1,5,196,40.77873,-73.97845,3,285,7,0,0.0,2,79,
2681144,0,4,92,40.6512,-73.95908,3,81,5,13,1.89,1,8,15.0
137358866,1,2,70,40.74361,-73.90758,2,38,30,0,0.0,103,249,
22307859,1,4,115,40.63677,-73.89416,2,70,3,2,0.25,5,86,189.0
99108929,1,2,67,40.73753,-73.92233,1,29,5,2,0.27,2,23,139.0
13758411,0,5,190,40.77807,-73.95003,3,160,1,1,0.15,1,71,204.0
22307859,1,4,115,40.63784,-73.89406,2,98,3,0,0.0,5,361,
22307859,1,4,92,40.6363,-73.95168,2,98,3,0,0.0,5,0,
22307859,1,4,92,40.6345,-73.9519,2,98,3,0,0.0,5,0,
212147885,1,4,145,40.67791,-73.90662,3,150,3,14,1.85,2,153,44.0
204852306,1,4,121,40.67954,-73.93276,2,35,15,0,0.0,14,0,
204852306,1,4,121,40.67854,-73.93204,2,50,15,2,0.24,14,0,254.0
948095,0,5,187,40.72455,-73.9783,3,265,14,2,0.29,1,0,191.0
204852306,1,4,121,40.67992,-73.93244,3,211,1,1,0.13,14,38,233.0
40997229,0,5,196,40.79487,-73.96304,2,160,3,3,0.38,1,5,86.0
190921808,1,5,194,40.75389,-73.99518,2,99,7,5,0.69,47,332,32.0
