host_id,host_prof,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,lodging,days_available,days_since_review
1633246,1,4,121,40.68736,-73.92369,3,90,4,8,0.19,4,0,107.0
45166068,0,5,187,40.72316,-73.9844,3,200,2,8,0.19,1,188,920.0
506208,0,4,66,40.70435,-73.91646,2,65,1,2,0.06,1,0,1081.0
3250450,1,2,134,40.75806,-73.91345,2,43,30,3,0.08,18,310,245.0
32173907,0,4,66,40.70433,-73.92652,2,55,3,6,0.14,1,0,817.0
49951208,0,2,144,40.74391,-73.95461,3,120,2,0,0.0,1,0,
49963831,0,5,149,40.79479,-73.94919,2,110,1,123,3.07,1,264,30.0
13197498,0,5,86,40.85,-73.93797,3,95,7,0,0.0,1,0,
49967558,0,5,212,40.72459,-73.99366,3,145,1,3,0.07,1,0,1286.0
49620552,1,2,134,40.76768,-73.90986,2,59,1,156,3.59,4,208,8.0
49620552,1,2,134,40.76923,-73.91203,3,239,3,8,0.19,4,274,189.0
49620552,1,2,134,40.76933,-73.91164,2,49,1,14,0.32,4,89,24.0
30312537,0,5,194,40.7608,-73.9947,2,95,3,0,0.0,1,0,
23048845,0,5,190,40.7718,-73.94916,3,160,2,0,0.0,1,0,
49991005,0,4,115,40.63013,-73.90809,3,90,2,214,4.89,1,82,32.0
5480274,0,4,158,40.70997,-73.94297,2,80,2,9,0.41,1,0,611.0
9966670,0,4,121,40.68986,-73.95892,3,125,3,42,0.98,1,226,8.0
1387286,1,4,158,40.70796,-73.95035,2,65,1,1,0.03,2,0,1194.0
50001302,0,5,137,40.82476,-73.9438,3,77,4,63,1.56,1,0,450.0
50001799,0,4,121,40.69218,-73.93574,3,220,2,26,0.61,1,8,10.0
229109,1,4,158,40.71462,-73.94641,3,150,40,4,0.16,2,0,354.0
5731898,1,4,158,40.71,-73.95507,2,200,5,8,0.19,2,0,681.0
50003858,0,5,208,40.73702,-74.00633,3,200,1,5,0.12,1,0,815.0
50005319,0,4,183,40.67632,-73.98116,3,160,4,0,0.0,1,0,
5731898,1,4,158,40.70794,-73.9566,2,90,3,28,0.65,2,0,577.0
50006995,0,4,66,40.7005,-73.92814,3,230,1,1,0.02,1,0,1282.0
50006975,0,4,66,40.70633,-73.92231,2,55,1,1,0.02,1,0,1282.0
25165109,0,5,201,40.73429,-73.98689,2,160,2,1,0.02,1,0,1305.0
4369380,0,4,158,40.71436,-73.95421,2,46,3,11,0.26,1,0,779.0
24199235,0,5,210,40.75328,-73.97212,2,224,3,0,0.0,1,3,
50015739,0,5,199,40.74695,-73.98062,3,300,2,13,0.3,1,0,807.0
50016613,0,5,137,40.8241,-73.95259,2,100,3,1,0.03,1,0,1199.0
17261034,0,4,158,40.71211,-73.95949,2,95,12,1,0.03,1,0,920.0
39093118,0,5,129,40.75965,-73.95125,2,100,1,0,0.0,1,0,
1885068,0,4,92,40.65373,-73.95535,2,47,1,0,0.0,1,0,
16024390,0,5,196,40.79499,-73.96631,2,139,1,0,0.0,1,0,
50024703,0,2,134,40.75658,-73.92181,2,68,3,6,0.14,1,0,641.0
11054692,0,4,126,40.66951,-73.94931,3,110,1,0,0.0,1,0,
6115134,0,5,190,40.77849,-73.95046,3,112,4,13,0.3,1,0,124.0
46846064,1,5,129,40.76359,-73.94982,2,85,3,32,0.9,2,0,193.0
33833815,0,4,164,40.68878,-73.97995,3,450,1,0,0.0,1,0,
28191353,0,5,187,40.72912,-73.97854,3,390,7,0,0.0,1,0,
50028109,0,5,131,40.81109,-73.95904,2,55,1,0,0.0,1,0,
50031308,0,4,50,40.63009,-73.96671,2,55,4,47,1.09,1,304,7.0
50032395,1,5,196,40.80023,-73.96678,2,85,1,7,0.16,2,188,1194.0
50045329,0,4,94,40.6186,-74.0071,3,160,3,52,1.2,1,291,11.0
42694270,0,5,196,40.77401,-73.99056,3,155,4,6,0.14,1,0,707.0
2088995,0,4,92,40.65326,-73.95513,3,70,2,1,0.33,1,0,91.0
50053165,0,4,164,40.68574,-73.97045,3,185,1,1,0.02,1,0,1287.0
38596175,0,4,158,40.71654,-73.94104,3,90,7,0,0.0,1,0,
34796316,0,5,131,40.80562,-73.95978,2,200,7,1,0.02,1,0,1269.0
9507017,0,5,188,40.71954,-73.99067,2,58,10,0,0.0,1,0,
42950170,0,5,187,40.72636,-73.98231,2,70,4,2,0.05,1,0,852.0
50013026,0,5,196,40.80012,-73.96441,2,50,1,2,0.05,1,0,1314.0
634195,0,2,67,40.74509,-73.9236,3,85,4,2,0.05,1,0,1063.0
35321358,0,5,149,40.78626,-73.94295,3,200,6,0,0.0,1,0,
28422539,0,5,208,40.73713,-74.00059,3,250,7,0,0.0,1,0,
50064597,0,2,16,40.69472,-73.84856,2,45,2,5,0.12,1,0,688.0
3245480,0,4,160,40.73154,-73.95485,3,109,4,4,0.09,1,0,190.0
50068597,1,3,105,40.63573,-74.0772,2,48,2,112,2.6,3,316,8.0
14651590,0,5,131,40.80462,-73.96074,3,150,7,4,0.09,1,0,917.0
2024620,0,4,158,40.71753,-73.95742,3,350,2,9,0.27,1,130,671.0
25499953,0,5,196,40.80246,-73.96884,3,100,2,1,0.02,1,0,1242.0
48678883,0,5,190,40.76871,-73.95479,3,177,1,136,3.12,1,258,21.0
5291029,0,5,207,40.73411,-73.99787,3,108,1,111,2.57,1,0,135.0
43380791,0,4,121,40.68762,-73.92318,2,28,10,1,0.02,1,0,1281.0
50080673,0,5,187,40.73033,-73.98788,2,101,1,0,0.0,1,0,
50084376,0,2,101,40.77472,-73.90993,2,35,1,2,0.05,1,0,1282.0
50084137,0,2,53,40.75251,-73.8898,3,105,7,2,0.05,1,0,1256.0
2262706,0,4,181,40.68378,-73.992,2,95,1,2,0.06,1,0,808.0
43298076,1,5,137,40.82195,-73.95373,2,62,2,24,0.55,4,97,26.0
24445542,0,5,137,40.82569,-73.94277,2,65,2,0,0.0,1,0,
3655401,0,5,193,40.74106,-73.97818,3,150,3,2,0.05,1,0,1285.0
38014669,0,4,66,40.68996,-73.92046,3,113,7,38,0.94,1,355,47.0
8144242,0,4,121,40.68382,-73.95566,3,300,2,24,0.56,1,0,736.0
20007675,0,4,121,40.68389,-73.93437,3,65,2,4,0.09,1,0,1274.0
50086145,0,4,126,40.66916,-73.95125,2,55,2,5,0.12,1,0,920.0
7185488,0,4,195,40.69565,-73.99663,3,150,8,0,0.0,1,0,
43438475,1,4,162,40.66759,-73.99009,3,120,3,152,3.6,3,180,13.0
35671352,0,5,188,40.71941,-73.98534,3,160,1,2,0.05,1,0,1207.0
14811787,1,5,190,40.76675,-73.95144,2,135,2,10,0.23,2,339,9.0
15647614,1,4,158,40.7162,-73.95384,3,175,1,11,0.36,2,37,59.0
50126257,0,4,14,40.63692,-73.99063,3,300,2,51,2.06,1,297,10.0
40044130,0,4,158,40.71009,-73.953,2,80,6,2,0.05,1,0,1122.0
50131208,0,2,134,40.76994,-73.91841,2,40,1,0,0.0,1,0,
16098958,1,5,210,40.76601,-73.97789,3,170,30,1,0.04,96,332,787.0
20709383,0,5,86,40.84504,-73.93658,3,85,90,1,0.03,1,0,913.0
50132533,0,1,217,40.88422,-73.90886,3,85,1,0,0.0,1,0,
7027191,0,4,126,40.6773,-73.95001,3,84,10,2,0.05,1,0,899.0
14163805,0,4,123,40.66001,-73.94664,3,399,3,129,3.2,1,237,16.0
30707611,0,5,208,40.73123,-74.00684,3,450,1,0,0.0,1,0,
9339714,1,5,201,40.73304,-73.9843,3,140,3,103,2.46,2,270,16.0
2412806,0,4,164,40.68792,-73.97904,3,210,2,115,2.66,1,247,19.0
50143518,0,5,196,40.80172,-73.9656,3,135,4,0,0.0,1,0,
8262339,0,4,158,40.71287,-73.96325,3,200,3,3,0.42,1,0,66.0
50144728,0,5,137,40.80463,-73.95044,3,200,2,148,3.47,1,0,22.0
50144624,0,4,121,40.69444,-73.93746,2,47,2,2,0.05,1,0,1125.0
50144878,0,4,121,40.68362,-73.94646,3,50,7,1,0.03,1,0,1073.0
11575335,0,4,126,40.67762,-73.95764,2,95,2,9,0.21,1,342,669.0
13148824,0,5,206,40.74186,-74.00528,3,280,2,6,0.14,1,0,920.0
16164068,0,4,121,40.68,-73.95526,2,50,3,5,0.13,1,0,772.0
1317360,1,5,211,40.72145,-74.00231,2,200,1,16,0.83,2,365,49.0
50148553,0,5,204,40.76278,-73.98498,2,197,3,18,0.46,1,0,670.0
202665,0,4,121,40.68675,-73.95865,3,120,5,4,0.12,1,0,592.0
50152355,0,4,66,40.69715,-73.92243,3,60,14,0,0.0,1,0,
6105861,0,5,190,40.76496,-73.95801,2,100,1,0,0.0,1,0,
43198464,0,5,190,40.7651,-73.95812,2,84,1,0,0.0,1,0,
6365575,0,2,144,40.74723,-73.94144,3,200,3,0,0.0,1,0,
50157334,0,5,193,40.74285,-73.97468,3,150,5,1,0.02,1,0,1291.0
43719073,1,4,117,40.59878,-73.95425,1,35,1,104,2.45,5,352,2.0
956269,0,5,201,40.73725,-73.98439,3,195,3,19,0.43,1,34,19.0
4549440,0,5,137,40.82347,-73.93944,2,37,1,0,0.0,1,0,
50165358,0,5,199,40.74987,-73.97293,3,200,1,0,0.0,1,0,
31626212,1,5,204,40.75699,-73.98493,2,125,3,141,3.29,5,226,18.0
31626212,1,5,210,40.74826,-73.98653,2,100,30,2,2.0,5,248,18.0
45198805,0,5,86,40.83288,-73.93821,3,70,1,0,0.0,1,0,
290908,0,4,123,40.66195,-73.95275,3,125,6,155,3.54,1,155,16.0
16437254,1,4,182,40.68788,-73.98551,3,123,30,10,0.27,21,246,61.0
292084,0,4,93,40.64463,-73.97057,3,95,7,5,0.12,1,59,5.0
37803660,0,5,210,40.75088,-73.96918,3,199,4,1,0.02,1,0,1282.0
31543325,0,4,123,40.65923,-73.961,3,125,20,0,0.0,1,0,
50199816,0,4,66,40.70168,-73.92593,2,45,1,1,0.02,1,0,1295.0
5124437,0,5,194,40.76172,-73.99917,3,189,3,4,0.09,1,0,1303.0
3758471,1,4,126,40.6744,-73.95902,2,50,2,1,0.02,2,0,1285.0
27163319,0,5,194,40.76444,-73.98728,2,120,5,0,0.0,1,8,
68890,1,4,121,40.68968,-73.95213,3,250,1,11,0.32,3,365,254.0
50207684,0,4,128,40.64962,-74.00028,3,95,3,74,1.72,1,251,9.0
1038645,0,5,188,40.72133,-73.9877,2,140,1,5,0.12,1,0,421.0
50213378,0,2,67,40.74463,-73.91918,3,99,1,0,0.0,1,0,
29877911,0,5,137,40.79989,-73.95213,3,120,30,33,0.81,1,247,39.0
8693741,0,4,121,40.69616,-73.94737,2,35,1,2,0.05,1,0,1108.0
34939187,0,5,194,40.76564,-73.98759,3,195,3,30,0.68,1,0,990.0
14974205,0,4,66,40.69351,-73.92309,2,35,1,1,0.02,1,0,1273.0
33624354,0,5,219,40.72117,-74.00592,3,250,1,1,0.02,1,0,1294.0
50220666,0,4,160,40.72594,-73.95174,2,70,7,2,0.05,1,0,361.0
14800483,0,4,158,40.71702,-73.94339,3,140,7,0,0.0,1,0,
4396337,0,4,158,40.71964,-73.95538,3,159,28,4,0.1,1,0,436.0
11763414,0,5,201,40.73606,-73.98242,3,149,7,13,0.33,1,0,463.0
9408069,0,5,188,40.72082,-73.98728,3,180,1,130,2.98,1,328,37.0
50189863,0,5,149,40.79566,-73.9448,3,110,1,198,4.58,1,250,17.0
166014,0,2,134,40.77066,-73.92181,3,100,7,2,0.05,1,0,1068.0
6501582,0,4,126,40.67693,-73.93234,2,50,7,11,0.26,1,0,59.0
49494357,0,5,203,40.72116,-73.9959,3,425,2,23,0.64,1,54,36.0
17870643,0,5,210,40.75843,-73.96265,3,195,1,0,0.0,1,0,
19135883,0,5,193,40.74178,-73.97313,3,260,4,15,0.35,1,34,268.0
9245509,0,5,194,40.76,-73.98972,3,499,2,4,0.09,1,0,919.0
50235395,0,5,131,40.80569,-73.96333,2,75,14,0,0.0,1,0,
33075414,0,5,208,40.73053,-74.00297,3,250,3,3,0.08,1,16,37.0
267959,0,4,158,40.72038,-73.95993,3,350,2,5,0.12,1,0,555.0
14786085,0,5,193,40.74302,-73.98098,3,275,5,3,0.08,1,0,1075.0
9392189,0,4,158,40.71134,-73.95192,3,325,5,0,0.0,1,0,
40169737,0,5,194,40.76553,-73.98709,3,300,1,268,6.12,1,261,14.0
30968452,0,4,66,40.68881,-73.92017,2,75,3,5,0.12,1,365,554.0
50054847,0,4,126,40.66842,-73.95601,2,100,1,0,0.0,1,0,
50252837,0,5,137,40.81656,-73.95725,2,45,1,0,0.0,1,0,
389899,1,4,158,40.7179,-73.95938,3,146,28,208,4.8,2,200,45.0
50145118,1,5,137,40.80857,-73.942,2,89,1,19,0.44,3,0,187.0
11462920,0,5,137,40.81788,-73.93583,3,75,2,19,0.44,1,0,1121.0
50255130,0,5,206,40.74098,-74.00513,3,175,4,0,0.0,1,0,
18830662,1,5,211,40.72051,-74.00168,2,75,1,1,0.02,2,0,1301.0
7230698,1,5,137,40.82749,-73.94329,3,102,5,20,0.52,2,18,353.0
14005489,0,5,211,40.72823,-74.00571,3,250,4,0,0.0,1,0,
50279938,0,5,149,40.78857,-73.94328,3,190,2,118,2.74,1,237,20.0
50282201,0,5,196,40.80027,-73.96971,2,120,1,0,0.0,1,0,
8768792,0,4,160,40.72449,-73.95149,2,70,5,1,0.02,1,0,1303.0
4018726,0,4,121,40.69297,-73.94522,2,63,3,6,2.77,1,60,10.0
9895399,0,4,160,40.72484,-73.9472,3,100,6,1,0.02,1,0,1282.0
24260658,1,5,149,40.79443,-73.93501,2,130,2,49,1.52,5,76,21.0
50289490,0,5,187,40.72613,-73.98621,3,140,5,0,0.0,1,0,
19256647,0,2,95,40.73157,-73.83263,3,65,7,0,0.0,1,0,
50292584,1,4,128,40.64218,-74.01175,3,90,2,75,1.84,2,364,34.0
50291368,0,4,66,40.6882,-73.90598,2,46,2,18,0.42,1,0,74.0
3051323,0,4,66,40.69917,-73.93178,3,72,20,0,0.0,1,0,
393473,1,4,121,40.69227,-73.95187,3,115,2,142,3.38,2,89,23.0
4173415,0,5,208,40.73737,-74.00591,2,90,1,103,2.4,1,239,13.0
1587834,0,4,160,40.72212,-73.94423,2,65,2,0,0.0,1,0,
1527888,0,4,158,40.7109,-73.95236,3,250,31,8,0.19,1,0,918.0
2147475,0,4,160,40.72107,-73.95376,3,159,1,3,0.1,1,0,919.0
15231059,1,5,188,40.7203,-73.98698,2,99,3,24,0.56,4,333,94.0
19067539,0,2,80,40.70344,-73.83435,3,100,1,2,0.09,1,0,699.0
10611392,0,5,149,40.79331,-73.94149,3,250,4,13,0.32,1,35,275.0
33401596,0,4,121,40.69048,-73.94763,3,120,3,5,0.12,1,0,1108.0
9262409,0,5,194,40.76504,-73.98718,2,80,3,1,0.02,1,0,1290.0
18799694,0,5,187,40.73333,-73.99075,3,300,1,0,0.0,1,0,
47512544,0,5,129,40.76206,-73.94904,2,45,3,1,0.02,1,0,1282.0
18954539,0,5,190,40.76374,-73.96583,3,200,1,0,0.0,1,0,
11513145,0,5,196,40.78641,-73.97739,2,65,1,2,0.05,1,0,1279.0
39631811,0,5,131,40.80929,-73.95826,2,70,1,0,0.0,1,0,
33349807,0,4,121,40.6801,-73.92873,3,60,13,0,0.0,1,0,
1587220,0,5,208,40.73577,-74.00582,3,240,1,0,0.0,1,0,
50318467,0,5,84,40.87663,-73.91041,2,50,1,2,0.05,1,0,1286.0
4422477,0,5,187,40.72936,-73.97882,2,100,2,1,0.03,1,0,1074.0
7952263,0,5,190,40.78389,-73.95306,3,200,4,1,0.03,1,0,1047.0
3696938,0,4,158,40.70935,-73.95207,3,180,1,0,0.0,1,0,
34861728,1,2,80,40.7092,-73.82984,2,65,7,8,0.18,4,320,258.0
50323495,0,4,158,40.70357,-73.9474,3,130,4,52,1.2,1,321,9.0
50324996,0,5,137,40.83113,-73.94597,3,125,21,0,0.0,1,0,
50324962,0,4,180,40.67545,-73.96884,3,250,30,13,0.34,1,319,60.0
411677,0,4,92,40.63565,-73.96434,3,70,20,0,0.0,1,0,
13342524,0,4,162,40.66352,-73.98488,3,100,3,6,0.14,1,0,917.0
50331528,0,5,194,40.76599,-73.98404,3,90,5,3,0.08,1,0,1176.0
50331556,0,2,38,40.67836,-73.729,2,90,1,54,1.26,1,180,52.0
6706379,0,4,121,40.69133,-73.9426,2,31,3,2,0.05,1,0,1282.0
9039711,0,5,86,40.83358,-73.94113,2,45,1,2,0.05,1,0,1125.0
18080415,0,5,196,40.77594,-73.98449,3,188,3,0,0.0,1,0,
37821056,1,4,92,40.6502,-73.95509,2,39,7,6,0.17,4,278,551.0
37821056,1,4,92,40.6518,-73.95894,2,39,7,13,0.3,4,346,348.0
9662924,0,4,158,40.70669,-73.94943,2,85,5,1,0.02,1,0,1282.0
10366292,1,4,185,40.68552,-73.96481,2,40,5,2,0.06,3,0,673.0
10366292,1,4,185,40.68522,-73.96326,2,75,1,0,0.0,3,0,
38297722,0,4,158,40.71691,-73.93953,3,200,2,1,0.02,1,0,1284.0
19874128,0,5,137,40.82083,-73.95407,2,88,2,0,0.0,1,0,
50364039,1,4,158,40.71602,-73.96248,3,130,2,67,1.57,3,252,3.0
50068597,1,3,36,40.63661,-74.07868,2,40,2,157,3.67,3,324,9.0
618803,0,5,86,40.83424,-73.94275,2,65,3,0,0.0,1,0,
50366054,0,5,196,40.80055,-73.96011,3,129,3,6,0.14,1,0,57.0
670690,0,5,206,40.73809,-73.99695,3,500,1,0,0.0,1,0,
9144218,0,2,134,40.76476,-73.91935,3,125,8,0,0.0,1,0,
50368164,0,4,152,40.64845,-73.97302,3,100,1,7,0.16,1,0,923.0
50368837,1,4,126,40.67735,-73.94468,3,100,3,1,0.05,2,0,554.0
50369736,0,4,93,40.64637,-73.97863,2,24,18,1,0.02,1,0,1258.0
50372319,0,4,170,40.66948,-73.9903,3,160,2,70,1.63,1,342,554.0
50374022,1,4,158,40.71162,-73.9639,3,125,5,13,0.31,2,0,919.0
96598,0,4,160,40.72061,-73.94886,3,205,7,2,0.19,1,0,190.0
49293531,1,4,121,40.68124,-73.94188,2,75,14,18,0.5,3,189,10.0
16098958,1,5,201,40.73558,-73.9852,3,150,30,1,0.04,96,282,678.0
47577639,1,5,206,40.74105,-74.00401,3,195,4,48,1.19,2,280,21.0
50385630,0,4,158,40.71712,-73.94671,2,477,2,1,0.03,1,358,1003.0
16098958,1,5,196,40.79569,-73.96583,3,275,30,1,0.02,96,332,1268.0
3816296,0,5,172,40.71611,-73.99539,3,180,1,0,0.0,1,0,
12974174,0,4,126,40.66782,-73.92969,2,60,1,1,0.02,1,0,1286.0
50396427,0,4,180,40.67702,-73.96445,3,128,28,12,0.31,1,256,62.0
38263259,0,5,137,40.81949,-73.95676,3,140,5,7,0.16,1,0,415.0
24894370,0,4,126,40.67042,-73.95072,3,98,1,5,0.12,1,0,1284.0
502563,1,5,187,40.73052,-73.98461,2,130,3,134,3.08,2,23,17.0
9424650,0,4,158,40.71761,-73.95423,3,325,3,74,1.73,1,179,13.0
2491622,0,5,187,40.72745,-73.98979,2,200,1,0,0.0,1,0,
20068971,0,5,86,40.85147,-73.93771,3,125,2,0,0.0,1,0,
4098796,0,5,137,40.82021,-73.95421,2,62,2,0,0.0,1,0,
11026504,0,5,196,40.78818,-73.96928,3,144,2,30,0.8,1,0,94.0
40571321,0,4,121,40.69335,-73.93107,2,90,1,0,0.0,1,0,
50411330,0,5,188,40.71504,-73.98879,2,45,1,2,0.05,1,0,1113.0
34351124,0,4,121,40.68768,-73.92069,2,75,1,1,0.02,1,0,1284.0
10262649,1,4,66,40.69134,-73.90895,2,85,4,24,0.57,2,0,1000.0
32525636,0,5,137,40.82094,-73.95745,3,50,3,1,0.03,1,0,1144.0
3758471,1,4,126,40.67377,-73.95887,2,50,10,1,0.02,2,0,1281.0
15401907,0,5,201,40.73524,-73.98812,3,86,20,0,0.0,1,0,
30793816,0,4,66,40.68589,-73.91486,2,60,1,17,0.4,1,205,640.0
4094857,0,5,196,40.79113,-73.96645,3,372,3,23,0.54,1,17,192.0
42424450,0,4,158,40.71988,-73.95591,2,75,2,1,0.02,1,0,1287.0
50442604,0,4,92,40.63655,-73.95424,2,60,1,1,0.02,1,0,1286.0
26627436,0,5,137,40.81602,-73.94316,2,29,28,42,1.0,1,16,325.0
1698487,0,4,180,40.67835,-73.96846,2,85,1,90,2.08,1,345,24.0
49293531,1,4,121,40.68666,-73.92724,2,60,15,14,0.38,3,251,55.0
50445531,0,5,196,40.79827,-73.97321,2,124,1,0,0.0,1,0,
24260658,1,5,149,40.79471,-73.93482,2,90,2,17,0.45,5,0,80.0
50448556,1,5,137,40.80316,-73.95189,3,300,5,0,0.0,5,0,
20328794,0,5,190,40.77507,-73.94896,3,70,10,3,0.07,1,0,688.0
785524,1,1,74,40.82023,-73.92844,3,87,1,132,3.11,2,211,11.0
50448556,1,5,137,40.80518,-73.95099,2,100,1,1,0.02,5,0,1315.0
10338528,0,4,92,40.65411,-73.95816,2,55,4,8,0.19,1,173,196.0
50455731,0,5,190,40.77227,-73.94968,3,139,3,26,0.6,1,0,531.0
50448556,1,5,137,40.80345,-73.95067,2,200,1,0,0.0,5,0,
50459536,0,5,208,40.73455,-74.00312,2,300,1,0,0.0,1,0,
2949577,0,4,126,40.66593,-73.95082,2,50,4,2,0.05,1,0,1164.0
16098958,1,5,190,40.7773,-73.95305,3,260,30,1,0.3,96,336,102.0
39615319,0,5,187,40.73352,-73.98896,2,120,2,3,0.08,1,0,1178.0
50463621,0,5,193,40.7412,-73.98171,3,110,4,0,0.0,1,0,
8265805,0,4,158,40.71725,-73.96447,2,50,3,0,0.0,1,0,
48593918,0,5,187,40.72265,-73.98365,2,90,2,187,4.31,1,86,3.0
5814274,0,2,134,40.77254,-73.92853,3,225,4,0,0.0,1,0,
1475015,1,5,210,40.75185,-73.97001,3,83,30,3,0.09,52,331,82.0
50467679,0,4,126,40.67176,-73.93387,2,30,3,3,0.1,1,0,569.0
20337316,0,5,194,40.76646,-73.99345,1,65,1,1,0.02,1,0,1294.0
7036796,0,4,158,40.71891,-73.96133,2,60,5,0,0.0,1,0,
13811334,0,5,149,40.79197,-73.94711,3,140,1,1,0.03,1,0,1183.0
11358093,0,4,158,40.71283,-73.9593,3,330,5,0,0.0,1,0,
23698012,0,4,160,40.72276,-73.94857,2,75,1,0,0.0,1,0,
50475515,0,5,187,40.72407,-73.98236,3,140,12,0,0.0,1,0,
8546088,0,5,196,40.8,-73.96404,2,100,2,42,1.02,1,0,113.0
17490821,0,2,134,40.7609,-73.92288,3,100,3,1,0.02,1,0,1290.0
18998261,0,5,194,40.76339,-73.99404,2,110,5,0,0.0,1,0,
23372553,0,5,219,40.71561,-74.00642,2,75,1,1,0.02,1,0,1291.0
4205782,0,5,194,40.76223,-73.99296,3,150,4,0,0.0,1,0,
34202667,0,4,66,40.69084,-73.92075,2,90,3,0,0.0,1,0,
41003664,0,5,188,40.71282,-73.98448,2,70,9,2,0.05,1,0,758.0
5474579,0,5,149,40.79617,-73.93452,3,85,1,0,0.0,1,0,
50490104,0,5,207,40.72939,-74.00225,3,150,2,0,0.0,1,0,
22247089,0,5,194,40.76576,-73.98383,2,145,2,51,1.19,1,139,25.0
36585734,0,5,187,40.72955,-73.98058,2,77,1,0,0.0,1,0,
4050348,0,5,207,40.72935,-74.00064,2,200,1,0,0.0,1,0,
2330750,0,4,121,40.69027,-73.95021,2,60,3,4,0.13,1,0,327.0
3285138,0,4,158,40.71776,-73.9605,2,70,5,1,0.02,1,0,1282.0
48705835,0,5,206,40.74566,-73.99989,3,365,6,100,2.37,1,257,21.0
49347242,0,5,194,40.7682,-73.98467,3,180,1,3,0.08,1,0,1052.0
10487850,0,5,210,40.75287,-73.96708,3,230,1,0,0.0,1,0,
12996782,0,5,204,40.76278,-73.98178,2,79,7,0,0.0,1,0,
50520029,0,4,66,40.69184,-73.90593,2,49,7,2,0.05,1,0,1042.0
2329581,1,5,203,40.72248,-73.99481,2,165,7,4,0.12,2,0,561.0
50523735,0,4,123,40.6576,-73.94609,3,140,2,131,3.06,1,273,17.0
4765305,1,5,187,40.72288,-73.98454,2,72,1,3,0.08,4,201,16.0
30283594,1,5,194,40.76681,-73.98365,3,369,30,0,0.0,121,331,
50526314,0,5,131,40.81047,-73.95735,2,63,1,0,0.0,1,0,
16098958,1,5,201,40.73564,-73.98611,3,165,30,2,0.05,96,321,770.0
30223110,0,5,210,40.75134,-73.96807,3,112,4,1,0.03,1,0,1168.0
10316525,0,4,158,40.71197,-73.96061,3,119,3,3,0.07,1,0,1040.0
16098958,1,5,194,40.76565,-73.98587,3,160,30,1,0.03,96,365,952.0
3829864,0,4,158,40.71907,-73.95434,3,170,2,6,0.32,1,0,220.0
50537550,0,4,121,40.68441,-73.91625,3,185,2,24,0.56,1,365,16.0
50539403,0,5,219,40.71819,-74.00833,3,500,4,0,0.0,1,0,
50539477,1,5,137,40.8226,-73.95468,2,48,30,100,2.31,2,183,40.0
50540315,0,5,215,40.71775,-74.01509,2,150,3,0,0.0,1,0,
50541121,0,5,194,40.76385,-73.98669,3,199,2,137,3.14,1,317,16.0
16003028,0,4,160,40.72974,-73.95163,2,80,5,2,0.05,1,0,1107.0
13275669,0,5,137,40.80145,-73.95428,2,60,3,0,0.0,1,0,
24554945,0,5,131,40.80761,-73.95841,3,125,6,5,0.16,1,1,190.0
49861582,0,5,188,40.71209,-73.98794,2,62,28,2,0.05,1,0,1273.0
17557243,0,5,137,40.8216,-73.95583,1,60,1,0,0.0,1,0,
22159648,1,4,158,40.70657,-73.94234,2,75,1,2,0.21,2,0,189.0
2290932,0,4,164,40.68579,-73.97455,3,80,2,4,0.17,1,0,409.0
22440410,0,5,211,40.72688,-74.00058,3,195,2,1,0.02,1,0,1281.0
50583919,0,5,194,40.75992,-73.9879,2,68,3,1,0.02,1,0,1269.0
50584770,0,5,187,40.72246,-73.98006,2,45,14,0,0.0,1,0,
4400935,0,4,121,40.68259,-73.92358,3,90,2,5,0.12,1,0,998.0
16352538,0,5,194,40.76379,-73.99378,3,200,2,1,0.02,1,0,1285.0
50588693,0,2,134,40.76125,-73.91008,2,30,1,0,0.0,1,0,
50588394,0,5,137,40.82391,-73.93881,2,80,1,28,0.72,1,364,248.0
1010435,0,5,187,40.72792,-73.98718,3,125,7,4,0.17,1,1,79.0
50591230,0,4,66,40.69557,-73.9315,2,70,1,0,0.0,1,0,
23914377,0,4,66,40.70179,-73.93689,2,50,1,0,0.0,1,0,
50593630,0,4,126,40.67239,-73.93225,2,110,1,6,0.14,1,0,1024.0
50593964,0,5,190,40.77641,-73.95505,3,199,4,1,0.02,1,0,1284.0
4119786,1,4,180,40.6733,-73.9647,2,40,1,1,0.02,2,0,1295.0
46256682,0,4,121,40.68786,-73.95019,2,65,5,10,0.49,1,3,67.0
25153542,0,5,194,40.76057,-73.99038,2,85,1,1,0.02,1,0,1299.0
18195071,0,4,158,40.71481,-73.95475,3,160,3,0,0.0,1,0,
24175837,1,5,193,40.74423,-73.97742,2,69,4,107,2.5,2,0,86.0
50600973,1,4,66,40.69452,-73.9284,2,42,1,216,5.0,7,61,16.0
50601765,0,5,193,40.74195,-73.98242,3,120,2,4,0.11,1,0,1038.0
19103161,0,4,160,40.72691,-73.94802,3,150,1,0,0.0,1,0,
1583768,0,5,137,40.79982,-73.95375,3,130,2,18,0.42,1,0,695.0
1570949,0,4,162,40.66817,-73.98774,2,85,2,0,0.0,1,0,
9055412,0,4,158,40.70663,-73.94701,2,100,1,0,0.0,1,0,
28768715,0,5,199,40.74852,-73.97521,3,210,3,59,1.54,1,248,7.0
5385509,0,4,126,40.67534,-73.94958,2,28,14,3,0.07,1,0,896.0
